Timestamp, Yaw Correction, Cost
2024-07-03 16:30:02, -3.141592653589793, 3.109603163701504e-05
2024-07-03 16:30:02, -3.041592653589793, 3.1095853427686694e-05
2024-07-03 16:30:02, -2.941592653589793, 3.109595969949292e-05
2024-07-03 16:30:02, -2.841592653589793, 3.109634939060102e-05
2024-07-03 16:30:02, -2.7415926535897928, 3.109701860734625e-05
2024-07-03 16:30:02, -2.6415926535897927, 3.1097960663136074e-05
2024-07-03 16:30:02, -2.5415926535897926, 3.1099166145260454e-05
2024-07-03 16:30:02, -2.4415926535897925, 3.110062300894045e-05
2024-07-03 16:30:02, -2.3415926535897924, 3.1102316697675817e-05
2024-07-03 16:30:02, -2.2415926535897923, 3.11042302886885e-05
2024-07-03 16:30:02, -2.1415926535897922, 3.1106344662009656e-05
2024-07-03 16:30:02, -2.041592653589792, 3.110863869152007e-05
2024-07-03 16:30:02, -1.941592653589792, 3.111108945603506e-05
2024-07-03 16:30:02, -1.841592653589792, 3.111367246832575e-05
2024-07-03 16:30:02, -1.7415926535897919, 3.1116361919787215e-05
2024-07-03 16:30:02, -1.6415926535897918, 3.111913093830939e-05
2024-07-03 16:30:02, -1.5415926535897917, 3.112195185677455e-05
2024-07-03 16:30:02, -1.4415926535897916, 3.112479648949795e-05
2024-07-03 16:30:02, -1.3415926535897915, 3.112763641384954e-05
2024-07-03 16:30:02, -1.2415926535897914, 3.113044325424409e-05
2024-07-03 16:30:02, -1.1415926535897913, 3.113318896566016e-05
2024-07-03 16:30:02, -1.0415926535897913, 3.11358461138569e-05
2024-07-03 16:30:02, -0.9415926535897912, 3.1138388149487865e-05
2024-07-03 16:30:02, -0.8415926535897911, 3.114078967337331e-05
2024-07-03 16:30:02, -0.741592653589791, 3.114302669028033e-05
2024-07-03 16:30:02, -0.6415926535897909, 3.114507684867562e-05
2024-07-03 16:30:02, -0.5415926535897908, 3.114691966405407e-05
2024-07-03 16:30:02, -0.4415926535897907, 3.114853672361357e-05
2024-07-03 16:30:02, -0.34159265358979063, 3.114991187022956e-05
2024-07-03 16:30:02, -0.24159265358979054, 3.115103136389162e-05
2024-07-03 16:30:02, -0.14159265358979045, 3.115188401898915e-05
2024-07-03 16:30:02, -0.04159265358979036, 3.115246131607422e-05
2024-07-03 16:30:02, 0.058407346410209726, 3.1152757486985194e-05
2024-07-03 16:30:02, 0.15840734641020981, 3.115276957248024e-05
2024-07-03 16:30:02, 0.2584073464102099, 3.1152497451805174e-05
2024-07-03 16:30:02, 0.35840734641021, 3.1151943843899664e-05
2024-07-03 16:30:02, 0.4584073464102101, 3.1151114280231024e-05
2024-07-03 16:30:02, 0.5584073464102102, 3.1150017049525106e-05
2024-07-03 16:30:02, 0.6584073464102103, 3.1148663114948565e-05
2024-07-03 16:30:02, 0.7584073464102103, 3.114706600456807e-05
2024-07-03 16:30:02, 0.8584073464102104, 3.114524167618257e-05
2024-07-03 16:30:02, 0.9584073464102101, 3.114320835787827e-05
2024-07-03 16:30:02, 1.0584073464102106, 3.114098636589966e-05
2024-07-03 16:30:02, 1.1584073464102111, 3.113859790165594e-05
2024-07-03 16:30:02, 1.2584073464102108, 3.113606682989234e-05
2024-07-03 16:30:02, 1.3584073464102104, 3.113341844024132e-05
2024-07-03 16:30:02, 1.458407346410211, 3.113067919453681e-05
2024-07-03 16:30:02, 1.5584073464102115, 3.1127876462416406e-05
2024-07-03 16:30:02, 1.6584073464102111, 3.1125038247852996e-05
2024-07-03 16:30:02, 1.7584073464102108, 3.112219290934831e-05
2024-07-03 16:30:02, 1.8584073464102113, 3.111936887658405e-05
2024-07-03 16:30:02, 1.9584073464102119, 3.1116594366362265e-05
2024-07-03 16:30:02, 2.0584073464102115, 3.1113897100671884e-05
2024-07-03 16:30:02, 2.158407346410211, 3.1111304029700105e-05
2024-07-03 16:30:02, 2.2584073464102117, 3.110884106255486e-05
2024-07-03 16:30:02, 2.358407346410212, 3.11065328083898e-05
2024-07-03 16:30:02, 2.458407346410212, 3.1104402330517486e-05
2024-07-03 16:30:02, 2.5584073464102115, 3.11024709159686e-05
2024-07-03 16:30:02, 2.658407346410212, 3.1100757862798854e-05
2024-07-03 16:30:02, 2.7584073464102126, 3.109928028726919e-05
2024-07-03 16:30:02, 2.858407346410212, 3.109805295282606e-05
2024-07-03 16:30:02, 2.958407346410212, 3.109708812258932e-05
2024-07-03 16:30:02, 3.0584073464102124, 3.109639543682388e-05
Timestamp: 2024-07-03 16:30:02, True Yaw: -3.0289391453765466, True Cost: 3.115261888251803e-05, Best Yaw Correction: -3.041592653589793, Best Cost: 3.1095853427686694e-05, 3.041592653589793
2024-07-03 16:30:02, -3.141592653589793, 1.8563157044319675e-05
2024-07-03 16:30:02, -3.041592653589793, 1.856315704431965e-05
2024-07-03 16:30:02, -2.941592653589793, 1.8563157044319675e-05
2024-07-03 16:30:02, -2.841592653589793, 1.8563157044319665e-05
2024-07-03 16:30:02, -2.7415926535897928, 1.8563157044319655e-05
2024-07-03 16:30:02, -2.6415926535897927, 1.8563157044319675e-05
2024-07-03 16:30:02, -2.5415926535897926, 1.8563157044319686e-05
2024-07-03 16:30:02, -2.4415926535897925, 1.856315704431967e-05
2024-07-03 16:30:02, -2.3415926535897924, 1.856315704431967e-05
2024-07-03 16:30:02, -2.2415926535897923, 1.8563157044319665e-05
2024-07-03 16:30:02, -2.1415926535897922, 1.8563157044319645e-05
2024-07-03 16:30:02, -2.041592653589792, 1.856315704431965e-05
2024-07-03 16:30:02, -1.941592653589792, 1.856315704431966e-05
